,en,fr,es,de,ru,pl
3423,corruption,corruption,corrupción,Korruption,коррупция,korupcja
3424,costly,cher,costoso,teuer,дорого,kosztowny
3425,councillor,conseiller,concejal,Stadtrat,советник,radny
3426,counselling,conseil,asesoramiento,Beratung,консультирование,doradztwo
3427,counsellor,conseiller,consejero,Berater,консультант,doradca
3428,counter,comptoir,encimera,Schalter,прилавок,lada
3429,counter,comptoir,encimera,Schalter,прилавок,lada
3430,counterpart,homologue,contrapartida,Gegenstück,коллега,odpowiednik
3431,countless,innombrable,incontable,unzählige,бесчисленное количество,niezliczony
3432,coup,coup,golpe,Coup,переворот,wspaniały wyczyn
3433,courtesy,courtoisie,cortesía,Anstand,учтивость,kurtuazja
3434,coverage,couverture,cobertura,Berichterstattung,покрытие,zasięg
3435,crack,fissure,grieta,Riss,трескаться,pękać
3436,craft,artisanat,artesanía,Handwerk,ремесло,rzemiosło
3437,crawl,crawl,gatear,kriechen,ползти,pełzać
3438,creativity,créativité,creatividad,Kreativität,креативность,kreatywność
3439,creator,créateur,creador,Schöpfer,Создатель,twórca
3440,credibility,crédibilité,credibilidad,Glaubwürdigkeit,доверие,wiarygodność
3441,credible,crédible,creíble,glaubwürdig,заслуживающий доверия,wiarygodny
3442,creep,ramper,arrastrarse,kriechen,слизняк,skradać się
3443,critically,de manière critique,críticamente,kritisch,критически,krytycznie
3444,critique,critique,crítica,Kritik,критика,krytyka
3445,crown,couronne,corona,Krone,корона,korona
3446,crude,brut,crudo,roh,грубый,surowy
3447,cruise,croisière,crucero,Kreuzfahrt,круиз,rejs
3448,crush,écraser,aplastar,zerquetschen,раздавить,zmiażdżyć
3449,crystal,cristal,cristal,Kristall,кристалл,kryształ
3450,cue,signal,señal,Stichwort,подсказка,replika
3451,cult,culte,culto,Kult,культ,kult
3452,cultivate,cultiver,cultivar,pflegen,культивировать,hodować
3453,curiosity,curiosité,curiosidad,Neugier,любопытство,ciekawość
3454,curious,curieux,curioso,neugierig,любопытный,ciekawski
3455,curriculum,programme d'études,plan de estudios,Lehrplan,учебный план,program
3456,custody,garde à vue,custodia,Gewahrsam,попечение,opieka
3457,cute,mignon,lindo,Niedlich,милый,Uroczy
3458,cutting,coupe,corte,Schneiden,резка,cięcie
3459,cynical,cynique,cínico,zynisch,циничный,cyniczny
3460,dairy,laitier,lácteos,Molkerei,молочный,mleczarnia
3461,dam,barrage,presa,Damm,плотина,zapora
3462,damaging,dommageable,perjudicial,schädlich,повреждающий,szkodliwe
3463,dare,oser,atrevimiento,wagen,осмеливаться,śmieć
3464,darkness,obscurité,oscuridad,Dunkelheit,тьма,ciemność
3465,database,base de données,base de datos,Datenbank,база данных,baza danych
3466,dawn,aube,amanecer,Dämmerung,рассвет,świt
3467,deadline,date limite,fecha límite,Frist,крайний срок,termin ostateczny
3468,deadly,mortel,mortal,tödlich,смертоносный,śmiertelnie
3469,dealer,revendeur,distribuidor,Händler,дилер,kupiec
3470,debris,débris,escombros,Trümmer,обломки,gruz
3471,debut,début,debut,Debüt,дебютный,debiut
3472,decision-making,prise de décision,Toma de decisiones,Entscheidungsfindung,принятие решений,podejmowanie decyzji
3473,decisive,décisif,decisivo,entscheidend,решающий,decydujący
3474,deck,pont,cubierta,Deck,палуба,pokład
3475,declaration,déclaration,declaración,Erklärung,декларация,deklaracja
3476,dedicated,dédié,dedicado,gewidmet,преданный,Dedykowany
3477,dedication,dévouement,dedicación,Hingabe,преданность,poświęcenie
3478,deed,acte,escritura,Tat,поступок,czyn
3479,deem,considérer,considerar,erkennen,пособие,sądzić
3480,default,défaut,por defecto,Standard,по умолчанию,domyślny
3481,defect,défaut,defecto,Defekt,дефект,wada
3482,defender,défenseur,defensor,Verteidiger,защитник,obrońca
3483,defensive,défensive,defensivo,Defensive,защитник,obronny
3484,deficiency,carence,deficiencia,Mangel,дефицит,niedobór
3485,deficit,déficit,déficit,Defizit,дефицит,deficyt
3486,defy,défier,desafiar,trotzen,вызов,przeciwstawiać się
3487,delegate,déléguer,delegar,delegieren,делегат,delegat
3488,delegation,délégation,delegación,Delegation,делегация,delegacja
3489,delete,supprimer,borrar,löschen,удалить,usuwać
3490,delicate,délicat,delicado,empfindlich,деликатный,delikatny
3491,democracy,démocratie,democracia,Demokratie,демократия,demokracja
3492,democratic,démocratique,democrático,demokratisch,демократический,demokratyczny
3493,demon,démon,demonio,Dämon,демон,demon
3494,demonstration,démonstration,demostración,Demonstration,демонстрация,demonstracja
3495,denial,dénégation,negación,Verweigerung,отрицание,odmowa
3496,denounce,dénoncer,denunciar,anprangern,денонсировать,potępiać
3497,dense,dense,denso,dicht,плотный,gęsty
3498,density,densité,densidad,Dichte,плотность,gęstość
3499,depart,partir,salir,abweichen,вылетать,odjeżdżać
3500,dependence,dépendance,dependencia,Abhängigkeit,зависимость,zależność
3501,dependent,dépendant,dependiente,abhängig,зависимый,zależny
3502,depict,représenter,representar,abbilden,изображение,przedstawiać
3503,deploy,déployer,desplegar,einsetzen,развертывать,wdrożyć
3504,deployment,déploiement,despliegue,Einsatz,развертывание,zastosowanie
3505,deposit,dépôt,depósito,Kaution,депозитный,depozyt
3506,depression,dépression,depresión,Depression,депрессия,depresja
3507,deprive,priver,privar,berauben,лишать,pozbawiać
3508,deputy,adjoint,diputado,Stellvertreter,депутат,zastępca
3509,derive,dériver,derivar,ableiten,вывести,czerpać
3510,descend,descendre,bajar,absteigen,спускаться,schodzić
3511,descent,descente,descenso,Abstieg,спуск,zejście
3512,designate,désigner,designado,benennen,назначить,określić
3513,desirable,souhaitable,deseable,wünschenswert,желательно,pożądany
3514,desktop,bureau,de oficina,Desktop,настольный компьютер,Desiktop
3515,desperately,désespérément,desesperadamente,verzweifelt,отчаянно,beznadziejnie
3516,destruction,destruction,destrucción,Zerstörung,разрушение,zniszczenie
3517,destructive,destructeur,destructivo,zerstörerisch,разрушительный,destrukcyjny
3518,detain,détenir,detener,inhaftieren,задержать,zatrzymać
3519,detection,détection,detección,Erkennung,обнаружение,wykrywanie
3520,detention,détention,detención,Festnahme,задержание,pozbawienie wolności
3521,deteriorate,détériorer,deteriorarse,sich verschlechtern,ухудшаться,pogarszać się
3522,determination,détermination,determinación,Bestimmung,определение,determinacja
3523,devastate,dévaster,devastar,verwüsten,опустошить,niszczyć
3524,devil,diable,demonio,Teufel,дьявол,diabeł
3525,devise,concevoir,idear,erstellen,придумать,wymyślać
3526,devote,consacrer,dedicar,widmen,посвящать,poświęcać
3527,diagnose,diagnostiquer,diagnosticar,diagnostizieren,диагноз,rozpoznać chorobę
3528,diagnosis,diagnostic,diagnóstico,Diagnose,диагноз,diagnoza
3529,dictate,dicter,dictar,diktieren,диктовать,dyktować
3530,dictator,dictateur,dictador,Diktator,диктатор,dyktator
3531,differ,différer,diferir de,abweichen,отличается,różnić się
3532,differentiate,différencier,diferenciar,unterscheiden,дифференцировать,różnicować
3533,dignity,dignité,dignidad,Würde,достоинство,godność
3534,dilemma,dilemme,dilema,Dilemma,дилемма,dylemat
3535,dimension,dimension,dimensión,Dimension,измерение,wymiar
3536,diminish,diminuer,disminuir,verringern,уменьшить,zmniejszać
3537,dip,tremper,aderezo,tauchen,окунать,zanurzać
3538,diplomat,diplomate,diplomático,Diplomat,дипломат,dyplomata
3539,diplomatic,diplomatique,diplomático,diplomatisch,дипломатический,dyplomatyczny
3540,directory,annuaire,directorio,Verzeichnis,каталог,informator
3541,disability,invalidité,discapacidad,Behinderung,инвалидность,inwalidztwo
3542,disabled,désactivé,desactivado,deaktiviert,неполноценный,wyłączony
3543,disagreement,désaccord,desacuerdo,Uneinigkeit,разногласия,niezgoda
3544,disappoint,décevoir,decepcionar,enttäuschen,разочаровать,zawieść
3545,disappointment,déception,decepción,Enttäuschung,разочарование,rozczarowanie
3546,disastrous,catastrophique,desastroso,katastrophal,катастрофический,fatalny
3547,discard,jeter,desechar,verwerfen,отказаться,wyrzucać
3548,discharge,décharge,descargar,Entladung,увольнять,wypisać
3549,disclose,divulguer,revelar,offenlegen,раскрыть,ujawniać
3550,disclosure,divulgation,divulgación,Offenlegung,раскрытие,ujawnienie
3551,discourage,décourager,desalentar,entmutigen,обескураживать,zniechęcać
3552,discourse,discours,discurso,Diskurs,дискурс,rozprawiać
3553,discretion,discrétion,discreción,Diskretion,осмотрительность,dyskrecja
3554,discrimination,discrimination,discriminación,Diskriminierung,дискриминация,dyskryminacja
3555,dismissal,congédiement,despido,Entlassung,увольнение,zwolnienie
3556,disorder,trouble,trastorno,Störung,расстройство,nieład
3557,displace,déplacer,desplazar,verdrängen,вытеснять,wypierać
3558,disposal,élimination,desecho,Entsorgung,утилизация,sprzedaż
3559,dispose,disposer,disponer,entsorgen,расположить,dysponować
3560,dispute,différend,disputar,Disput,спор,spór
3561,disrupt,perturber,interrumpir,stören,разрушать,zakłócać
3562,disruption,perturbation,ruptura,Störung,нарушение,zakłócenie
3563,dissolve,dissoudre,disolver,lösen,растворить,rozwiązać
3564,distant,loin,distante,entfernt,далекий,odległy
3565,distinct,distinct,distinto,unterscheidbar,отчетливый,odrębny
3566,distinction,distinction,distinción,Unterscheidung,различие,wyróżnienie
3567,distinctive,distinctif,distintivo,unverwechselbar,отличительный,charakterystyczny
3568,distinguish,distinguer,distinguir,unterscheiden,различать,wyróżnić
3569,distort,fausser,distorsionar,verzerren,искажать,zniekształcać
3570,distract,distraire,distraer,ablenken,отвлекать,rozpraszać
3571,distress,détresse,angustia,Not,бедствие,rozpacz
3572,disturb,déranger,molestar,stören,беспокоить,przeszkadzać
3573,disturbing,inquiétant,inquietante,verstörend,тревожный,niepokojący
3574,dive,plonger,bucear,tauchen,погружение,nurkować
3575,diverse,divers,diverso,vielfältig,разнообразный,różnorodny
3576,diversity,diversité,diversidad,Diversität,разнообразие,różnorodność
3577,divert,dérouter,desviar,umleiten,диверт,odwracać
3578,divine,divin,divino,göttlich,божественный,boski
3579,divorce,divorce,divorcio,Scheidung,развод,rozwód
3580,doctrine,doctrine,doctrina,Lehre,доктрина,doktryna
3581,documentation,documentation,documentación,Dokumentation,документация,dokumentacja
3582,domain,domaine,dominio,Domain,домен,domena
3583,dominance,dominance,dominio,Dominanz,доминирование,przewaga
3584,dominant,dominant,dominante,dominant,доминирующий,dominujący
3585,donation,donation,donación,Spende,пожертвование,darowizna
3586,donor,donneur,donante,Spender,донор,dawca
3587,dose,dose,dosis,Dosis,доза,dawka
3588,dot,point,punto,Punkt,точка,kropka
3589,downtown,centre-ville,centro,Innenstadt,центр города,śródmieście
3590,drain,vidange,drenar,Abfluss,осушать,odpływ
3591,dramatically,radicalement,dramáticamente,dramatisch,драматично,dramatycznie
